id,brand,year,selling_price,km_driven,fuel,seller_type,transmission,owner,#_owner_children
874,Tata,2011,130000,90000,Diesel,Individual,Manual,First Owner,2
875,Maruti,2017,160000,50000,Petrol,Individual,Manual,First Owner,5
876,Maruti,2016,150000,60000,Petrol,Individual,Manual,First Owner,3
877,Mahindra,2013,500000,100000,Diesel,Individual,Manual,Second Owner,0
878,Tata,2011,40000,19000,Petrol,Individual,Manual,First Owner,1
879,Chevrolet,2006,140000,200000,Diesel,Individual,Manual,Third Owner,2
880,Mahindra,2015,227000,70000,Diesel,Individual,Manual,Second Owner,3
881,Maruti,2011,285000,50000,Diesel,Individual,Manual,Second Owner,4
882,Maruti,2012,155000,19077,Petrol,Individual,Manual,Second Owner,4
883,Hyundai,2016,210000,30000,Petrol,Individual,Manual,First Owner,5
884,Maruti,2009,140000,80000,Petrol,Individual,Manual,Second Owner,5
885,Toyota,2015,940000,128000,Diesel,Individual,Manual,First Owner,0
886,Nissan,2013,750000,80000,Diesel,Individual,Manual,First Owner,0
887,Maruti,2016,610000,100000,Diesel,Individual,Manual,First Owner,1
888,Nissan,2015,450000,50000,Diesel,Individual,Manual,First Owner,1
889,Toyota,2012,409999,56000,Diesel,Individual,Manual,First Owner,5
890,Hyundai,2018,100000,21302,Petrol,Individual,Manual,First Owner,0
891,Renault,2018,300000,10500,Petrol,Individual,Manual,First Owner,0
892,Mahindra,2013,400000,107000,Diesel,Individual,Manual,First Owner,2
893,Hyundai,2010,210000,60000,Petrol,Individual,Manual,Second Owner,3
894,Hyundai,2006,90000,120000,Petrol,Individual,Manual,Second Owner,5
895,Maruti,2010,222000,70000,Petrol,Individual,Manual,First Owner,0
896,Maruti,2015,240000,50000,Petrol,Individual,Manual,Second Owner,5
897,Toyota,2013,450000,70000,Diesel,Individual,Manual,Second Owner,4
898,Renault,2013,450000,1000,Diesel,Dealer,Manual,Second Owner,3
899,Mercedes-Benz,2018,3800000,10000,Diesel,Dealer,Automatic,First Owner,0
900,Audi,2013,1580000,86000,Diesel,Dealer,Automatic,First Owner,0
901,BMW,2019,4950000,30000,Diesel,Dealer,Automatic,First Owner,2
902,Hyundai,2016,535000,52600,Diesel,Individual,Manual,First Owner,3
903,Maruti,2012,225000,110000,Petrol,Individual,Manual,Second Owner,4
904,Hyundai,2017,550000,19890,Petrol,Dealer,Automatic,First Owner,3
905,Maruti,2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner,1
906,Maruti,2015,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner,2
907,Hyundai,2017,520000,10510,Petrol,Dealer,Automatic,First Owner,2
908,Chevrolet,2016,239000,41000,Petrol,Dealer,Manual,First Owner,2
909,Toyota,2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner,5
910,Maruti,2015,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner,1
911,Hyundai,2012,229999,49824,Petrol,Dealer,Manual,First Owner,0
912,Audi,2013,1300000,58500,Diesel,Dealer,Automatic,First Owner,4
913,Hyundai,2005,80000,56580,Petrol,Dealer,Manual,First Owner,0
914,Skoda,2012,385000,52000,Diesel,Dealer,Manual,First Owner,4
915,Hyundai,2015,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner,2
916,Maruti,2017,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner,3
917,Renault,2013,450000,1000,Diesel,Dealer,Manual,Second Owner,2
918,Mercedes-Benz,2018,3800000,10000,Diesel,Dealer,Automatic,First Owner,4
919,Audi,2013,1580000,86000,Diesel,Dealer,Automatic,First Owner,0
920,BMW,2019,4950000,30000,Diesel,Dealer,Automatic,First Owner,2
921,Hyundai,2016,535000,52600,Diesel,Individual,Manual,First Owner,5
922,Maruti,2012,225000,110000,Petrol,Individual,Manual,Second Owner,5
923,Hyundai,2017,550000,19890,Petrol,Dealer,Automatic,First Owner,4
924,Maruti,2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner,4
925,Maruti,2015,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner,4
926,Hyundai,2017,520000,10510,Petrol,Dealer,Automatic,First Owner,2
927,Chevrolet,2016,239000,41000,Petrol,Dealer,Manual,First Owner,0
928,Toyota,2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner,3
929,Maruti,2015,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner,0
930,Hyundai,2012,229999,49824,Petrol,Dealer,Manual,First Owner,1
931,Audi,2013,1300000,58500,Diesel,Dealer,Automatic,First Owner,0
932,Hyundai,2005,80000,56580,Petrol,Dealer,Manual,First Owner,0
933,Skoda,2012,385000,52000,Diesel,Dealer,Manual,First Owner,3
934,Hyundai,2015,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner,1
935,Maruti,2017,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner,3
936,Volkswagen,2012,735000,55300,Diesel,Dealer,Automatic,First Owner,2
937,Tata,2012,285000,74300,Diesel,Dealer,Manual,First Owner,2
938,Honda,2010,350000,48781,Petrol,Dealer,Manual,First Owner,5
939,Volkswagen,2010,290000,87620,Diesel,Dealer,Automatic,First Owner,5
940,Volkswagen,2017,890000,40219,Diesel,Dealer,Automatic,First Owner,1
941,Honda,2011,385000,11473,Petrol,Dealer,Manual,First Owner,5
942,Maruti,2017,425000,8352,Petrol,Dealer,Manual,First Owner,0
943,Maruti,2017,525000,9745,Petrol,Dealer,Automatic,First Owner,5
944,Hyundai,2017,550000,9748,Petrol,Dealer,Manual,First Owner,0
945,Volkswagen,2012,271000,49000,Petrol,Dealer,Manual,First Owner,4
946,Hyundai,2018,1490000,20694,Diesel,Dealer,Manual,First Owner,3
947,Hyundai,2015,490000,31080,Petrol,Dealer,Manual,First Owner,2
948,Hyundai,2014,260000,37605,Petrol,Dealer,Manual,First Owner,5
949,Hyundai,2014,455000,55850,Diesel,Dealer,Manual,First Owner,1
950,Tata,2010,75000,58850,Petrol,Dealer,Manual,First Owner,3
951,Toyota,2015,421000,23839,Petrol,Dealer,Manual,First Owner,5
952,Maruti,2016,550000,54000,Diesel,Dealer,Manual,First Owner,0
953,Hyundai,2013,330000,38000,Petrol,Dealer,Automatic,First Owner,2
954,Volkswagen,2012,390000,45454,Diesel,Dealer,Manual,First Owner,0
955,Skoda,2015,599000,46957,Diesel,Dealer,Automatic,First Owner,2
956,Hyundai,2007,110000,60000,Petrol,Individual,Manual,Fourth & Above Owner,3
957,Renault,2016,250000,25000,Petrol,Individual,Manual,First Owner,4
958,Mahindra,2012,600000,110000,Diesel,Individual,Manual,Fourth & Above Owner,3
959,Ford,2008,280000,190000,Diesel,Individual,Manual,Second Owner,3
960,Audi,2018,2700000,25000,Diesel,Individual,Automatic,First Owner,5
961,Mahindra,2008,80000,90000,Petrol,Individual,Manual,First Owner,5
962,Maruti,2019,350000,5000,Petrol,Individual,Manual,First Owner,5
963,Maruti,2015,475000,60000,Diesel,Individual,Manual,First Owner,2
964,Audi,2020,4700000,1500,Diesel,Individual,Automatic,First Owner,0
965,Maruti,2018,500000,50000,Diesel,Individual,Manual,First Owner,3
966,Chevrolet,2014,250000,120000,Diesel,Individual,Manual,First Owner,2
967,Hyundai,2005,100000,120000,Diesel,Individual,Manual,Second Owner,0
968,Maruti,2019,350000,5000,Petrol,Individual,Manual,First Owner,5
969,BMW,2014,4000000,47000,Diesel,Individual,Automatic,First Owner,5
970,Toyota,2017,1900000,20000,Petrol,Individual,Automatic,First Owner,4
971,Hyundai,2005,95000,120000,Petrol,Individual,Manual,Second Owner,4
972,Hyundai,2015,409999,58000,Diesel,Individual,Manual,First Owner,4
973,Mahindra,2018,1050000,35000,Diesel,Individual,Manual,First Owner,5
974,Maruti,2017,320000,30000,Petrol,Individual,Manual,First Owner,3
975,Mahindra,2019,1000000,10000,Diesel,Individual,Manual,First Owner,1
976,Toyota,2017,1770000,25000,Diesel,Individual,Manual,First Owner,1
977,Mahindra,2018,950000,20000,Diesel,Individual,Manual,First Owner,3
978,Maruti,2018,750000,50000,Diesel,Individual,Manual,First Owner,3
979,Hyundai,2014,220000,42000,Petrol,Individual,Manual,First Owner,1
980,Tata,2017,1000000,50000,Diesel,Individual,Manual,First Owner,4
981,Honda,2017,660000,116000,Diesel,Individual,Manual,First Owner,1
982,Maruti,2015,716000,100000,Diesel,Individual,Manual,First Owner,3
983,Maruti,2015,675000,66000,Petrol,Individual,Manual,First Owner,5
984,Mahindra,2010,385000,110000,Diesel,Individual,Manual,Third Owner,4
985,Fiat,2014,325000,70000,Diesel,Individual,Manual,First Owner,0
986,Hyundai,2015,950000,60000,Diesel,Individual,Manual,First Owner,2
987,Ford,2007,400000,110000,Diesel,Individual,Automatic,Fourth & Above Owner,4
988,Tata,2014,250000,25000,Diesel,Individual,Manual,First Owner,4
989,Land,2018,4000000,68000,Petrol,Individual,Automatic,First Owner,3
990,Maruti,2014,210000,20000,Petrol,Individual,Manual,First Owner,2
991,Hyundai,2011,147000,110000,Petrol,Individual,Manual,Second Owner,2
992,Maruti,2018,725000,26350,Diesel,Individual,Manual,First Owner,5
993,Mahindra,2012,550000,90000,Diesel,Individual,Manual,First Owner,1
994,Hyundai,2016,475000,25000,Petrol,Individual,Manual,First Owner,3
995,Hyundai,2014,250000,50000,Petrol,Individual,Manual,Second Owner,1
996,Tata,2006,70000,60000,Petrol,Individual,Manual,Second Owner,2
997,Hyundai,2012,160000,70000,Petrol,Individual,Manual,Third Owner,4
998,Ford,2011,1000000,90000,Diesel,Individual,Automatic,Second Owner,4
999,Hyundai,2001,68000,70000,Petrol,Individual,Manual,First Owner,1
1000,Hyundai,2017,500000,26500,Petrol,Individual,Manual,First Owner,2
1001,Tata,2013,170000,60000,Diesel,Individual,Manual,First Owner,0
1002,Mahindra,2018,1300000,35000,Diesel,Individual,Manual,First Owner,2
1003,Hyundai,2020,1050000,10000,Diesel,Individual,Manual,First Owner,4
1004,Maruti,2009,300000,15000,Petrol,Individual,Manual,First Owner,5
1005,Hyundai,2016,600000,25000,Petrol,Individual,Manual,First Owner,1
1006,Hyundai,2017,900000,50000,Diesel,Individual,Manual,First Owner,0
1007,Hyundai,2019,550000,25000,Petrol,Individual,Manual,First Owner,5
1008,Maruti,2007,100000,52000,Petrol,Individual,Manual,Second Owner,4
1009,Honda,2017,400000,15000,Petrol,Individual,Manual,First Owner,0
1010,Tata,2011,120000,20000,Petrol,Individual,Manual,First Owner,2
1011,Hyundai,2013,300000,90000,Diesel,Individual,Manual,First Owner,3
1012,Tata,2011,140000,60000,Diesel,Individual,Manual,Second Owner,1
1013,Skoda,2015,640000,23000,Petrol,Individual,Manual,First Owner,0
1014,Maruti,2018,380000,22155,Petrol,Individual,Manual,First Owner,5
1015,Tata,2011,120000,20000,Petrol,Individual,Manual,First Owner,5
1016,Maruti,2018,650000,70000,Petrol,Individual,Manual,First Owner,3
1017,Maruti,2009,150000,60000,Petrol,Individual,Manual,Second Owner,4
1018,Ford,2018,550000,35000,Petrol,Individual,Manual,First Owner,4
1019,Mahindra,2012,650000,71042,Diesel,Dealer,Manual,First Owner,2
1020,Mitsubishi,2012,1025000,167870,Diesel,Dealer,Manual,Second Owner,0
1021,Ford,2011,195000,133564,Diesel,Dealer,Manual,First Owner,1
1022,Mercedes-Benz,2018,3800000,10000,Diesel,Dealer,Automatic,First Owner,1
1023,BMW,2013,1490000,40000,Diesel,Dealer,Automatic,First Owner,1
1024,BMW,2019,4950000,30000,Diesel,Dealer,Automatic,First Owner,1
1025,Honda,2018,1140000,23038,Petrol,Trustmark Dealer,Automatic,First Owner,1
1026,Chevrolet,2011,95000,70000,Diesel,Individual,Manual,First Owner,0
1027,BMW,2017,3050000,30000,Diesel,Individual,Automatic,First Owner,0
1028,Hyundai,2017,550000,19890,Petrol,Dealer,Automatic,First Owner,2
1029,Maruti,2015,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner,2
1030,Hyundai,2017,520000,10510,Petrol,Dealer,Automatic,First Owner,0
1031,Chevrolet,2016,239000,41000,Petrol,Dealer,Manual,First Owner,0
1032,Toyota,2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner,2
1033,Hyundai,2012,229999,49824,Petrol,Dealer,Manual,First Owner,1
1034,Audi,2013,1300000,58500,Diesel,Dealer,Automatic,First Owner,5
1035,Maruti,2017,585000,43608,Petrol,Trustmark Dealer,Manual,First Owner,1
1036,Maruti,2018,825000,11212,Petrol,Trustmark Dealer,Automatic,First Owner,0
1037,Hyundai,2013,280000,52000,Diesel,Dealer,Manual,First Owner,5
1038,Maruti,2016,725000,49217,Petrol,Trustmark Dealer,Manual,First Owner,2
1039,Mahindra,2015,300000,90000,Diesel,Individual,Manual,First Owner,1
1040,Hyundai,2015,375000,70000,Petrol,Individual,Manual,First Owner,3
1041,Honda,2003,310000,90000,Petrol,Individual,Manual,Fourth & Above Owner,0
1042,Maruti,2011,375000,190000,Diesel,Individual,Manual,Third Owner,3
1043,Ford,2016,1950000,106000,Diesel,Individual,Automatic,First Owner,2
1044,Tata,2012,400000,80000,Diesel,Individual,Manual,Second Owner,0
1045,Nissan,2014,550000,80000,Diesel,Individual,Manual,Second Owner,0
1046,Maruti,2018,270000,20000,Petrol,Individual,Manual,First Owner,5
1047,Maruti,2012,555000,110000,Diesel,Individual,Manual,Second Owner,3
1048,Ford,2013,500000,60000,Diesel,Individual,Manual,Second Owner,4
1049,Skoda,2010,400000,130000,Diesel,Individual,Automatic,Second Owner,5
1050,Hyundai,2017,280000,28838,Petrol,Individual,Manual,First Owner,0
1051,Tata,2008,80000,200000,Petrol,Individual,Manual,First Owner,4
1052,Tata,2006,55000,100000,Diesel,Individual,Manual,First Owner,3
1053,Maruti,2014,250000,50000,Petrol,Individual,Manual,First Owner,5
1054,Mahindra,2010,250000,190000,Diesel,Individual,Manual,Fourth & Above Owner,3
1055,Mahindra,2007,95000,100000,Diesel,Individual,Manual,Second Owner,0
1056,Mahindra,2014,725000,135000,Diesel,Individual,Manual,Second Owner,2
1057,Mahindra,2015,320000,50000,Diesel,Individual,Manual,Third Owner,5
1058,Skoda,2014,1200000,135000,Diesel,Individual,Automatic,Third Owner,0
1059,Chevrolet,2012,160000,50000,Diesel,Individual,Manual,First Owner,3
1060,Honda,2018,790000,19571,Diesel,Dealer,Manual,First Owner,5
1061,Honda,2018,1200000,29600,Petrol,Dealer,Manual,First Owner,3
1062,Maruti,2011,175000,70000,Petrol,Individual,Manual,First Owner,4
1063,Maruti,2018,950000,15000,Diesel,Individual,Automatic,First Owner,3
1064,Maruti,2019,340000,50000,Petrol,Individual,Manual,First Owner,5
1065,Renault,2017,825000,13500,Diesel,Individual,Manual,First Owner,4
1066,Audi,2018,3100000,22000,Petrol,Individual,Automatic,First Owner,1
1067,Honda,2018,780000,25000,Diesel,Dealer,Manual,First Owner,0
1068,Toyota,2010,350000,80000,Petrol,Individual,Automatic,Third Owner,0
1069,Honda,2018,690000,39000,Petrol,Dealer,Manual,First Owner,3
1070,Maruti,2016,245000,60000,Petrol,Individual,Manual,First Owner,0
1071,Honda,2018,790000,49000,Diesel,Dealer,Manual,First Owner,4
1072,Honda,2018,680000,48600,Petrol,Dealer,Manual,First Owner,2
1073,Hyundai,2017,540000,20000,Petrol,Individual,Manual,Second Owner,0
1074,Mahindra,2016,425000,25000,Petrol,Individual,Manual,First Owner,5
1075,Maruti,2008,140000,120000,Petrol,Individual,Manual,First Owner,0
1076,Maruti,2019,1100000,30000,Diesel,Individual,Manual,First Owner,4
1077,Renault,2015,715000,35000,Diesel,Individual,Manual,First Owner,2
1078,Audi,2013,1580000,86000,Diesel,Dealer,Automatic,First Owner,4
1079,Audi,2015,1750000,127643,Diesel,Dealer,Automatic,First Owner,2
1080,Tata,2018,400000,54000,Petrol,Dealer,Manual,Second Owner,5
1081,Audi,2014,1750000,102354,Diesel,Dealer,Automatic,First Owner,0
1082,Audi,2014,1850000,62237,Petrol,Dealer,Automatic,First Owner,1
1083,Hyundai,2005,114999,90000,Petrol,Dealer,Manual,Second Owner,5
1084,Ford,2018,950000,21394,Diesel,Dealer,Manual,First Owner,3
1085,Datsun,2015,310000,32686,Petrol,Dealer,Manual,First Owner,0
1086,Mahindra,2006,575000,1001,Diesel,Dealer,Manual,First Owner,1
1087,Renault,2017,490000,22000,Diesel,Dealer,Manual,First Owner,0
1088,Hyundai,2017,480000,53261,Petrol,Dealer,Manual,First Owner,1
1089,Land,2016,3500000,53000,Diesel,Dealer,Automatic,First Owner,1
1090,Renault,2018,370000,10000,Petrol,Dealer,Manual,First Owner,1
1091,Maruti,2017,835000,14000,Diesel,Dealer,Manual,First Owner,0
1092,Volkswagen,2017,650000,44000,Petrol,Dealer,Manual,First Owner,5
1093,Toyota,2014,670000,39895,Diesel,Dealer,Manual,First Owner,1
1094,Chevrolet,2017,950000,73000,Diesel,Dealer,Automatic,First Owner,2
1095,Honda,2014,690000,17000,Petrol,Dealer,Manual,First Owner,2
1096,Volkswagen,2017,670000,18591,Petrol,Dealer,Manual,First Owner,5
1097,Tata,2017,925000,26766,Diesel,Dealer,Manual,First Owner,4
1098,Hyundai,2015,250000,30000,Petrol,Individual,Manual,First Owner,0
1099,Tata,2016,509999,42000,Diesel,Individual,Manual,First Owner,4
1100,Honda,2014,520000,110000,Diesel,Individual,Manual,First Owner,1
1101,Tata,2005,100000,100000,Diesel,Individual,Manual,First Owner,1
1102,Tata,2006,85000,300000,Diesel,Individual,Manual,Second Owner,0
1103,Tata,2009,130000,110000,Diesel,Individual,Manual,Third Owner,1
1104,Ford,2018,950000,27620,Diesel,Dealer,Manual,First Owner,4
1105,Ford,2015,450000,70000,Petrol,Individual,Manual,First Owner,0
1106,Honda,2012,320000,50000,Petrol,Individual,Manual,Second Owner,3
1107,Maruti,2015,480000,50000,Diesel,Individual,Manual,First Owner,5
1108,Mercedes-Benz,2014,2490000,46000,Diesel,Individual,Automatic,First Owner,2
1109,Toyota,2012,790000,82000,Diesel,Individual,Manual,First Owner,5
1110,Maruti,2016,120000,120000,Petrol,Individual,Manual,First Owner,4
1111,Maruti,2006,75000,80000,Petrol,Individual,Manual,Third Owner,1
1112,Tata,2010,99000,70000,Petrol,Individual,Manual,First Owner,0
1113,Maruti,2018,1015000,20000,Diesel,Individual,Manual,First Owner,5
1114,Mahindra,2013,250000,200000,Diesel,Individual,Manual,Second Owner,2
1115,Toyota,2011,520000,120000,Diesel,Individual,Manual,First Owner,2
1116,Hyundai,2018,1100000,30000,Diesel,Individual,Automatic,First Owner,1
1117,Toyota,2005,200000,223000,Diesel,Individual,Manual,First Owner,5
1118,Maruti,2016,525000,60000,Diesel,Individual,Manual,First Owner,4
1119,Hyundai,2016,500000,40000,Petrol,Individual,Manual,First Owner,1
1120,Mahindra,2016,675000,161327,Diesel,Individual,Manual,First Owner,4
1121,Hyundai,2009,150000,60000,Petrol,Individual,Manual,Third Owner,3
1122,Mahindra,2007,250000,50000,Diesel,Individual,Manual,First Owner,1
1123,Hyundai,2018,450000,6000,Petrol,Individual,Manual,First Owner,0
1124,Hyundai,2009,150000,68000,Petrol,Individual,Manual,Second Owner,2
1125,Chevrolet,2012,200000,85000,Diesel,Individual,Manual,First Owner,2
1126,Mahindra,2011,525000,70000,Diesel,Individual,Automatic,First Owner,4
1127,Maruti,1999,60000,35000,Petrol,Individual,Manual,Second Owner,3
1128,Maruti,2010,180000,100000,Diesel,Individual,Manual,Second Owner,2
1129,Honda,2015,475000,110000,Diesel,Individual,Manual,First Owner,0
1130,Mahindra,2010,380000,195000,Diesel,Individual,Automatic,Second Owner,3
1131,Maruti,2015,285000,46000,Petrol,Individual,Manual,Second Owner,4
1132,Maruti,2008,91200,60000,Petrol,Individual,Manual,Second Owner,5
1133,Datsun,2017,250000,46000,Petrol,Individual,Manual,First Owner,2
1134,Hyundai,2015,400000,42000,Diesel,Individual,Manual,First Owner,2
1135,Hyundai,2006,160000,90000,Petrol,Individual,Automatic,Second Owner,4
1136,Skoda,2012,650000,85000,Diesel,Individual,Manual,Second Owner,3
1137,Hyundai,2012,409999,120000,Diesel,Individual,Manual,Third Owner,0
1138,Ford,2013,425000,72000,Diesel,Individual,Manual,First Owner,1
1139,Maruti,2013,250000,71000,CNG,Individual,Manual,Second Owner,3
1140,Maruti,2009,200000,110000,Petrol,Individual,Manual,Fourth & Above Owner,5
1141,Maruti,2013,250000,71000,CNG,Individual,Manual,Second Owner,1
1142,Volkswagen,2010,130000,144000,Diesel,Individual,Manual,Fourth & Above Owner,4
1143,Maruti,2017,260000,30000,Petrol,Dealer,Manual,First Owner,3
1144,Hyundai,2007,155000,65000,Petrol,Dealer,Manual,First Owner,5
1145,Honda,2015,450000,38000,Diesel,Individual,Manual,First Owner,0
1146,Maruti,2012,220000,90000,Petrol,Individual,Manual,Second Owner,1
1147,Hyundai,2018,650000,37000,Diesel,Dealer,Manual,First Owner,2
1148,Maruti,2018,285000,30000,Petrol,Dealer,Manual,First Owner,1
1149,Honda,2018,725000,26000,Petrol,Dealer,Automatic,First Owner,2
1150,Maruti,2016,625000,30000,Petrol,Dealer,Manual,First Owner,1
1151,Hyundai,2016,550000,23000,Petrol,Dealer,Manual,First Owner,5
1152,Hyundai,2012,240000,40000,Petrol,Dealer,Manual,First Owner,0
1153,Nissan,2014,600000,27000,Diesel,Dealer,Manual,First Owner,3
1154,Tata,2012,350000,65000,Diesel,Dealer,Manual,First Owner,2
1155,Hyundai,2015,245000,32000,Petrol,Dealer,Manual,First Owner,1
1156,Mahindra,2016,600000,56000,Diesel,Dealer,Manual,First Owner,3
1157,BMW,2017,2400000,30000,Diesel,Individual,Automatic,First Owner,3
1158,Mahindra,2014,620000,80000,Diesel,Dealer,Manual,First Owner,4
1159,Maruti,2014,395000,52000,Petrol,Dealer,Manual,Second Owner,5
1160,Maruti,2014,635000,13250,Petrol,Dealer,Manual,First Owner,3
1161,Maruti,2011,180000,36000,Petrol,Dealer,Manual,First Owner,2
1162,Maruti,2015,484999,73000,Diesel,Dealer,Manual,Second Owner,0
1163,Maruti,2004,110000,60000,Petrol,Individual,Manual,First Owner,4
1164,Maruti,2006,150000,60000,Petrol,Individual,Manual,Second Owner,2
1165,Chevrolet,2012,400000,110000,Diesel,Individual,Manual,First Owner,4
1166,Tata,2012,200000,70000,Diesel,Individual,Manual,Second Owner,5
1167,Renault,2013,302000,60000,Diesel,Individual,Manual,Second Owner,4
1168,Maruti,2011,215000,90000,Diesel,Individual,Manual,Fourth & Above Owner,4
1169,Maruti,2004,155000,80000,Petrol,Individual,Manual,Second Owner,3
1170,Toyota,2014,1000000,101000,Diesel,Individual,Manual,Second Owner,2
1171,Mahindra,2018,550000,44000,Diesel,Individual,Manual,First Owner,1
1172,Maruti,2006,200000,45000,Petrol,Individual,Manual,First Owner,5
1173,Mahindra,2017,750000,120000,Diesel,Individual,Manual,First Owner,4
1174,Maruti,2005,90000,90000,Petrol,Individual,Manual,Second Owner,3
1175,Maruti,2007,80000,120000,Petrol,Individual,Manual,Second Owner,0
1176,Hyundai,2013,229999,13500,Petrol,Individual,Manual,First Owner,3
1177,Renault,2017,350000,10000,Petrol,Individual,Manual,First Owner,1
1178,Hyundai,2015,325000,25000,Petrol,Individual,Manual,Third Owner,4
1179,Tata,2018,450000,8500,Petrol,Individual,Manual,First Owner,5
1180,Maruti,2012,250000,120000,Diesel,Individual,Manual,First Owner,2
1181,Volkswagen,2012,225000,120000,Diesel,Individual,Manual,First Owner,3
1182,Maruti,2009,150000,90246,Petrol,Individual,Manual,Third Owner,1
1183,Maruti,2008,110000,90000,Petrol,Individual,Manual,Second Owner,2
1184,Maruti,2010,150000,40000,Petrol,Individual,Manual,Second Owner,3
1185,Maruti,2000,165000,60000,Petrol,Individual,Manual,Fourth & Above Owner,0
1186,Renault,2017,610000,32000,Diesel,Individual,Manual,Second Owner,2
1187,Tata,2013,170000,60400,Diesel,Individual,Manual,First Owner,1
1188,Hyundai,2008,150000,70950,Diesel,Individual,Manual,Second Owner,4
1189,Hyundai,2013,300000,90000,Diesel,Individual,Manual,First Owner,5
1190,Hyundai,2015,375000,72000,Diesel,Individual,Manual,First Owner,3
1191,Maruti,2013,390000,90000,Diesel,Individual,Manual,First Owner,5
1192,Hyundai,2017,600000,10000,Petrol,Individual,Manual,First Owner,0
1193,Maruti,2014,204999,25000,Petrol,Individual,Manual,Second Owner,3
1194,Hyundai,2009,270000,80000,Diesel,Individual,Manual,Second Owner,1
1195,Hyundai,2017,375000,10000,Petrol,Individual,Manual,First Owner,3
1196,Maruti,2020,700000,1100,Petrol,Individual,Manual,First Owner,4
1197,Maruti,2017,455000,40000,Petrol,Individual,Manual,First Owner,1
1198,Hyundai,2017,375000,10000,Petrol,Individual,Manual,First Owner,2
1199,Hyundai,2014,341000,31491,Petrol,Individual,Manual,First Owner,3
1200,Maruti,2014,200000,107143,Diesel,Individual,Manual,Second Owner,3
1201,Maruti,2017,450000,15000,Petrol,Individual,Automatic,First Owner,1
1202,Hyundai,2012,170000,50000,Petrol,Individual,Manual,Second Owner,3
1203,Toyota,2017,1900000,100000,Diesel,Individual,Manual,First Owner,0
1204,Mahindra,2016,500000,60000,Diesel,Individual,Manual,First Owner,5
1205,Maruti,2016,819999,85000,Diesel,Individual,Manual,First Owner,0
1206,Maruti,2014,351000,40000,Petrol,Individual,Manual,Second Owner,4
1207,Hyundai,2011,195000,80000,Petrol,Individual,Manual,Second Owner,1
1208,Maruti,2008,250000,82000,Diesel,Individual,Manual,Second Owner,0
1209,Maruti,2008,120000,70000,Petrol,Individual,Manual,Second Owner,1
1210,Maruti,2009,180000,70000,Petrol,Individual,Manual,Third Owner,3
1211,Mahindra,2016,430000,20000,Diesel,Individual,Manual,First Owner,3
1212,Tata,2012,75000,35000,Petrol,Individual,Manual,Second Owner,5
1213,Mahindra,2017,750000,80000,Diesel,Individual,Manual,First Owner,0
1214,Tata,2011,60000,40000,Petrol,Individual,Manual,First Owner,3
1215,Toyota,2015,1500000,46412,Diesel,Individual,Manual,First Owner,3
1216,Mahindra,2011,390000,150000,Diesel,Individual,Manual,Fourth & Above Owner,3
1217,Mahindra,2016,630000,50000,Diesel,Individual,Manual,First Owner,0
1218,Tata,2018,1085000,15000,Diesel,Individual,Manual,First Owner,4
1219,Hyundai,2012,190000,60000,Petrol,Individual,Manual,Second Owner,2
1220,Maruti,2018,550000,25000,Petrol,Individual,Automatic,First Owner,1
1221,Maruti,2012,200000,90000,Petrol,Individual,Manual,Third Owner,3
1222,Chevrolet,2011,165000,60000,Petrol,Individual,Manual,First Owner,2
1223,Ford,2013,260000,65000,Diesel,Individual,Manual,First Owner,1
1224,Maruti,2011,151000,40000,Petrol,Individual,Manual,First Owner,3
1225,Maruti,2018,780000,50000,Diesel,Individual,Manual,First Owner,3
1226,Tata,2012,175000,80000,Diesel,Individual,Manual,Third Owner,4
1227,Tata,2010,170000,107500,Diesel,Dealer,Manual,First Owner,4
1228,Tata,2013,210000,135000,Diesel,Dealer,Manual,Second Owner,5
1229,Maruti,2007,90000,43826,Petrol,Dealer,Manual,Second Owner,4
1230,Hyundai,2016,535000,55838,Petrol,Dealer,Manual,First Owner,1
1231,Maruti,2007,195000,112880,Diesel,Dealer,Manual,First Owner,5
1232,Tata,2011,140000,90000,Diesel,Individual,Manual,Third Owner,4
1233,Nissan,2012,350000,40000,Petrol,Individual,Manual,First Owner,5
1234,Hyundai,2013,425000,66000,Petrol,Individual,Manual,First Owner,5
1235,Renault,2017,300000,30300,Petrol,Individual,Manual,First Owner,0
1236,Volkswagen,2013,340000,85000,Diesel,Individual,Manual,Second Owner,5
1237,Maruti,2009,250000,80659,Petrol,Dealer,Manual,First Owner,1
1238,Chevrolet,2008,170000,81324,Petrol,Dealer,Manual,First Owner,4
